phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D015179	species	185294	Prevotella paludivivens	Bacteria	140	0.0232083352142857	0.006123695	0.103708813298239	
D015179	species	309120	Dialister micraerophilus	Bacteria	140	0.04732849895	0.005587695	0.107334144258278	
D015179	species	553	Pantoea ananatis	Bacteria	139	0.0627957370827338	0.00482719	0.444422762002743	
D015179	species	1267	Clostridium ventriculi	Bacteria	139	0.104118015604317	0.00705716	0.385698776576993	
D015179	species	1428	Bacillus thuringiensis	Bacteria	139	0.0603740079136691	0.00411066	0.247692884017291	
D015179	species	228603	Prevotella shahii	Bacteria	139	0.195696905431655	0.00601721	1.22503741310964	
D015179	species	1691	Bifidobacterium indicum	Bacteria	138	0.0137861629710145	0.00443198	0.0388085392897067	
D015179	species	419005	Prevotella amnii	Bacteria	138	0.0161812226304348	0.007642955	0.0225174184281526	
D015179	species	1015	Bergeyella zoohelcum	Bacteria	136	0.104633199794118	0.0108735	0.998829269012561	
D015179	species	1736	Eubacterium limosum	Bacteria	136	0.0665906003308823	0.02117195	0.13347571241213	
D015179	species	44742	Desulfovibrio fairfieldensis	Bacteria	136	0.037006261375	0.00594892	0.134334737867211	
D015179	species	1510	[Clostridium] stercorarium	Bacteria	135	0.0215777423777778	0.00564143	0.0451046491712494	
D015179	species	2047	Rothia dentocariosa	Bacteria	135	0.1052769852	0.00423	0.570463073809662	
D015179	species	102684	Streptococcus infantarius	Bacteria	135	0.016922067237037	0.00461531	0.0497181698834191	
D015179	species	35785	Clostridium maximum	Bacteria	134	0.0222664288134328	0.008668795	0.030820440770181	
D015179	species	84135	Gemella sanguinis	Bacteria	134	0.0349561194029851	0.014715	0.0520145503487787	
D015179	species	673862	Candidatus Babela massiliensis	Bacteria	134	0.0250698984477612	0.007612055	0.0722976358882519	
D015179	species	1613	Lactobacillus fermentum	Bacteria	133	0.0791522202255639	0.0104151	0.186972086479358	
D015179	species	650643	Alistipes sp. RMA 9912	Bacteria	133	0.0343404671503759	0.00685636	0.101186387127921	
D015179	species	587	Providencia rettgeri	Bacteria	132	0.038655152719697	0.00567998	0.184427749328729	
D015179	species	1282	Staphylococcus epidermidis	Bacteria	132	0.942877226075758	0.02350765	2.11902225116004	
D015179	species	1541	Terrisporobacter mayombei	Bacteria	132	0.193347470753788	0.006650775	1.72470981105292	
D015179	species	1134687	Klebsiella michiganensis	Bacteria	132	0.0338402901424242	0.01166985	0.0579455193195634	
D015179	species	83661	Desulfonispora thiosulfatigenes	Bacteria	131	0.0289228020916031	0.0117553	0.0399094766788527	
D015179	species	386414	Prevotella timonensis	Bacteria	130	0.0445781292923077	0.004996815	0.16985968887668	
D015179	species	28131	Prevotella intermedia	Bacteria	129	1.8488495221938	0.26603	4.10594921842317	
D015179	species	658085	Lachnospiraceae bacterium 5_1_57FAA	Bacteria	129	0.0872434108527132	0.02937	0.124980416625317	
D015179	species	225991	Comamonas aquatica	Bacteria	127	0.0213195947299213	0.00644205	0.044622449898769	
D015179	species	1070699	Clostridiaceae bacterium JC118	Bacteria	127	0.130425354330709	0.0307	0.315177715217171	
D015179	species	1501	Clostridium pasteurianum	Bacteria	125	0.0176365596216	0.00470478	0.102859226609528	
D015179	species	55565	Actinomyces graevenitzii	Bacteria	125	0.019210110256	0.00539	0.0443684365001929	
D015179	species	1262	Peptostreptococcus sp.	Bacteria	122	0.298174180327869	0.010215	0.759514445277284	
D015179	species	9	Buchnera aphidicola	Bacteria	121	0.00639917683140496	0.00437848	0.00523698265445672	
D015179	species	196024	Aeromonas dhakensis	Bacteria	121	0.576116060710744	0.0060183	3.92925281301513	
D015179	species	76860	Streptococcus constellatus	Bacteria	120	0.0163676900916667	0.005815	0.0352046364841947	
D015179	species	322095	Porphyromonas somerae	Bacteria	120	1.4839395	0.21224	4.44377236506466	
D015179	species	105841	Anaerostipes caccae	Bacteria	119	0.0750627727058824	0.00443	0.326613879267798	
D015179	species	584	Proteus mirabilis	Bacteria	118	0.322972238949153	0.00529868	1.41316704716963	
D015179	species	137732	Granulicatella elegans	Bacteria	118	0.336265562635593	0.00528343	1.38401373027491	
D015179	species	100884	Coprobacillus cateniformis	Bacteria	117	0.178596549358974	0.00792016	0.611310949576035	
D015179	species	871325	Bacteroides faecichinchillae	Bacteria	116	0.0101426431637931	0.004656675	0.0187710102208437	
D015179	species	1633	Lactobacillus vaginalis	Bacteria	115	0.121863638808696	0.00899592	0.469962523398475	
D015179	species	114702	Actinomyces lingnae	Bacteria	115	0.0205148846608696	0.00410004	0.0651693583285	
D015179	species	158787	Bifidobacterium scardovii	Bacteria	114	0.0121575485	0.00480817	0.0172444884889948	
D015179	species	589437	Prevotella scopos	Bacteria	114	0.017605750245614	0.00575244	0.0409906638081911	
D015179	species	28133	Prevotella nigrescens	Bacteria	113	3.09712559681416	0.04648	6.53393369920164	
D015179	species	38304	Corynebacterium tuberculostearicum	Bacteria	112	1.35267199151786	0.04405105	2.81137113912751	
D015179	species	1492	Clostridium butyricum	Bacteria	111	0.626474826765766	0.00500601	2.5553996481781	
D015179	species	36745	Clostridium saccharoperbutylacetonicum	Bacteria	111	0.0281921868108108	0.0040458	0.124911043947466	
D015179	species	185293	Prevotella oryzae	Bacteria	111	0.143353199657658	0.00525555	0.332858784753095	
D015179	species	1121298	Clostridium amylolyticum	Bacteria	111	0.0310494050990991	0.0040868	0.127828697164668	
D015179	species	1590651	Paenibacillus sp. VKM B-2647	Bacteria	111	0.0764520797297297	0.0147052	0.128838097065619	
D015179	species	739	Aggregatibacter segnis	Bacteria	109	0.0302160589541284	0.00433	0.136638235908451	
D015179	species	1338	Streptococcus intermedius	Bacteria	109	0.108316825522936	0.00451	0.370180914532571	
D015179	species	591197	Ignavibacterium album	Bacteria	108	0.0292366762833333	0.0121298	0.0583600530750595	
D015179	species	1118060	Enorma massiliensis phI	Bacteria	108	0.471702962962963	0.21664	0.604377645643645	
D015179	species	28124	Porphyromonas endodontalis	Bacteria	107	0.987625176246729	0.00786488	3.97214416704405	
D015179	species	58134	[Desulfotomaculum] guttoideum	Bacteria	107	0.0379990997943925	0.00829841	0.116865470127128	
D015179	species	341220	Lactonifactor longoviformis	Bacteria	107	0.00921929945794392	0.00591261	0.00873795130970728	
D015179	species	1630	Kandleria vitulina	Bacteria	106	0.208313451613208	0.0154697	0.539527056904271	
D015179	species	214853	Anaerofustis stercorihominis	Bacteria	106	0.0143674439150943	0.00512769	0.0465465939451867	
D015179	species	76122	Alloprevotella tannerae	Bacteria	105	0.627821462301905	0.0079552	1.84959330490647	
D015179	species	133926	Olsenella uli	Bacteria	105	0.0489927366666667	0.00437541	0.150863042784472	
D015179	species	472113	Geofilum rubicundum	Bacteria	105	0.0211431965285714	0.0044962	0.106219265496053	
D015179	species	574560	Photorhabdus temperata	Bacteria	105	0.0156191800952381	0.00923063	0.0203686493553589	
D015179	species	644	Aeromonas hydrophila	Bacteria	104	0.0659744065288462	0.0049776	0.235694012060136	
D015179	species	1351	Enterococcus faecalis	Bacteria	104	0.542521503173077	0.077215	0.97451230975868	
D015179	species	69823	Selenomonas sputigena	Bacteria	104	0.127078859721154	0.004082495	0.561820909609972	
D015179	species	996	Flavobacterium columnare	Bacteria	103	0.00909406718446602	0.0046436	0.0156474665966711	
D015179	species	1311	Streptococcus agalactiae	Bacteria	103	0.0263189200873786	0.00322747	0.109316338371702	
D015179	species	61635	Acholeplasma brassicae	Bacteria	103	0.0116516562320388	0.00479494	0.0181979944835229	
D015179	species	483	Neisseria cinerea	Bacteria	102	0.0513000312058824	0.00487344	0.28099738254478	
D015179	species	47770	Lactobacillus crispatus	Bacteria	102	0.823724380676471	0.0099727	1.93136101821761	
D015179	species	585	Proteus vulgaris	Bacteria	101	0.0402587928217822	0.00849257	0.15190013474806	
D015179	species	1582	Lactobacillus casei	Bacteria	101	0.0849323584752475	0.00575	0.164018622236454	
D015179	species	28112	Tannerella forsythia	Bacteria	101	0.0158961943564356	0.00346248	0.0421831770196317	
D015179	species	264027	Algoriphagus marincola	Bacteria	101	0.134309783950495	0.0157671	0.424963414678276	
D015179	species	1755626	Faecalibacterium sp. MC_41	Bacteria	101	5.32464434950495	2.81195	6.64000989477471	
D015179	species	665956	Subdoligranulum sp. 4_3_54A2FAA	Bacteria	100	0.8116946	0.4275	1.1282625904106	
D015179	species	329	Ralstonia pickettii	Bacteria	99	0.626951014010101	0.180484	1.23216876239409	
D015179	species	156980	Arthrobacter woluwensis	Bacteria	98	0.029165500377551	0.00467735	0.122651783419609	
D015179	species	376805	Bacteroides salanitronis	Bacteria	98	0.481599353479592	0.00781179	1.10511701969679	
D015179	species	626947	Parasutterella secunda	Bacteria	98	0.121753643030612	0.0052918	0.430650058980248	
D015179	species	190721	Ralstonia insidiosa	Bacteria	97	0.243356757618557	0.0816316	0.445242925217401	
D015179	species	467210	Lachnoanaerobaculum saburreum	Bacteria	96	0.200741850802083	0.004601895	0.735830747837385	
D015179	species	1245	Leuconostoc mesenteroides	Bacteria	95	0.153161908157895	0.0045	0.660786600845507	
D015179	species	133453	Caldilinea aerophila	Bacteria	95	0.00569373644210526	0.002503	0.0182279832505905	
D015179	species	28127	Prevotella buccalis	Bacteria	93	0.0173729919784946	0.00507202	0.0340021386096809	
D015179	species	237258	Cloacibacterium normanense	Bacteria	93	1.86211134367742	0.0109861	5.37760606634144	
D015179	species	305	Ralstonia solanacearum	Bacteria	92	1.95807226554348	0.8339055	3.44929422532041	
D015179	species	36834	Clostridium celatum	Bacteria	92	0.04139128125	0.00669639	0.0804009205890388	
D015179	species	166485	Caminicella sporogenes	Bacteria	92	0.00943465434239131	0.004159875	0.013505563918179	
D015179	species	470	Acinetobacter baumannii	Bacteria	91	0.582597635362637	0.0156223	3.1753560204231	
D015179	species	35825	Pseudobacteroides cellulosolvens	Bacteria	91	0.00902981302197802	0.00342818	0.0233076754776551	
D015179	species	1450648	Clostridium oryzae	Bacteria	91	0.0133725072395604	0.00558114	0.0183518174532573	
D015179	species	732242	Bacteroides paurosaccharolyticus	Bacteria	89	0.00419475497752809	0.00329739	0.00312586870806771	
D015179	species	1605	Lactobacillus animalis	Bacteria	88	0.123667490136364	0.003896195	0.447142240273926	
D015179	species	46125	Abiotrophia defectiva	Bacteria	88	0.0210159119886364	0.00516129	0.0624044469603534	
D015179	species	179628	Clostridium colicanis	Bacteria	88	0.0175248645454545	0.004583075	0.0434093177687633	
D015179	species	290112	Xenorhabdus szentirmaii	Bacteria	88	0.0104402929431818	0.00397493	0.0133075093447297	
D015179	species	199	Campylobacter concisus	Bacteria	87	0.0561513494712644	0.00524714	0.199271191404208	
D015179	species	28132	Prevotella melaninogenica	Bacteria	87	0.0594882608735632	0.00520653	0.30419522868698	
D015179	species	363265	Prevotella stercorea	Bacteria	87	2.28392126436782	0.71671	4.73200262645419	
D015179	species	293	Brevundimonas diminuta	Bacteria	86	0.0254929070325581	0.00427955	0.0681200549999883	
D015179	species	1260	Finegoldia magna	Bacteria	86	0.568534560325581	0.00585552	1.50444553155682	
D015179	species	1261	Peptostreptococcus anaerobius	Bacteria	86	0.423103735918605	0.082055	0.827342440603904	
D015179	species	28129	Prevotella denticola	Bacteria	86	0.152024161767442	0.00794976	0.339237684213007	
D015179	species	39493	Clostridium tarantellae	Bacteria	86	0.0260380869186047	0.003998855	0.0644266268084172	
D015179	species	1496	Clostridioides difficile	Bacteria	85	0.201855237741176	0.0104366	0.512408538370088	
D015179	species	29367	Clostridium puniceum	Bacteria	85	0.246237447776471	0.00607627	1.21718501552675	
D015179	species	29370	[Clostridium] sphenoides	Bacteria	85	0.356873991576471	0.0213498	0.970470804788731	
D015179	species	156456	Anaeroglobus geminatus	Bacteria	85	0.862391666176471	0.00622	2.63639093899013	
D015179	species	1584	Lactobacillus delbrueckii	Bacteria	84	0.0623328793690476	0.0107881	0.137456269813208	
D015179	species	1590	Lactobacillus plantarum	Bacteria	84	0.0399060946190476	0.00406321	0.137235604613002	
D015179	species	214858	Bacteroides sp. DSM 12148	Bacteria	84	0.0238283470238095	0.00562547	0.0385020380630772	
D015179	species	502558	Eggerthella sp. YY7918	Bacteria	84	0.0345862474047619	0.00579081	0.0917825134697287	
D015179	species	1671366	Ruminococcus sp. DSM 100440	Bacteria	84	0.0287387796309524	0.00479248	0.0873089801394603	
D015179	species	29385	Staphylococcus saprophyticus	Bacteria	83	0.976290784060241	0.0143015	2.24969780293748	
D015179	species	154288	Turicibacter sanguinis	Bacteria	83	0.0966787951807229	0.02363	0.233402593859798	
D015179	species	1203033	Lactobacillus hominis	Bacteria	83	0.0351060870722892	0.00564048	0.0776832640406153	
D015179	species	563	Shimwellia blattae	Bacteria	82	0.0161523818292683	0.00409132	0.0470036814536735	
D015179	species	1336	Streptococcus equi	Bacteria	82	0.011007584804878	0.0041478	0.0226192613063199	
D015179	species	76759	Pseudomonas monteilii	Bacteria	82	0.276816560032927	0.00685605	1.13098300429751	
D015179	species	279446	Aquibacillus koreensis	Bacteria	82	0.0174268781341463	0.005811745	0.0272479604801833	
D015179	species	384638	[Bacteroides] pectinophilus	Bacteria	82	0.722738814313415	0.006369255	1.52299142161826	
D015179	species	1134405	Melioribacter roseus	Bacteria	82	0.0317977291817073	0.00478085	0.142105121746641	
D015179	species	28128	Prevotella corporis	Bacteria	81	0.123416653691358	0.00496968	0.380881581581488	
D015179	species	290053	Bacteroides helcogenes	Bacteria	81	0.156115146308642	0.00360933	0.981932662269417	
D015179	species	649724	Clostridium sp. ATCC BAA-442	Bacteria	81	0.293795404864198	0.0106694	0.727753869675484	
D015179	species	1599	Lactobacillus sakei	Bacteria	80	0.03662572259625	0.006605	0.226520837365023	
D015179	species	1656	Actinomyces viscosus	Bacteria	80	0.0719909378625	0.00522	0.144376458994403	
D015179	species	36874	Porphyromonas cangingivalis	Bacteria	80	0.244512026075	0.003554155	0.953297485769825	
D015179	species	1270	Micrococcus luteus	Bacteria	79	0.951632367250633	0.0134129	2.0303368118486	
D015179	species	1383	Atopobium rimae	Bacteria	78	0.030276162474359	0.004476615	0.101210413984972	
D015179	species	491921	Megamonas rupellensis	Bacteria	78	0.796322051282051	0.074685	1.40688172397891	
D015179	species	28134	Prevotella oralis	Bacteria	77	0.0976556639220779	0.00401814	0.573587462406859	
D015179	species	187326	Megasphaera micronuciformis	Bacteria	77	0.306938612857143	0.00689964	1.84818334472584	
D015179	species	1077464	Streptococcus tigurinus	Bacteria	77	0.0200387012987013	0.00845	0.0280148011326461	
D015179	species	1684	Bifidobacterium asteroides	Bacteria	76	0.0109615659210526	0.00440559	0.020411091131938	
D015179	species	871327	Parabacteroides chinchillae	Bacteria	76	0.02626747475	0.00553588	0.0571816650043165	
D015179	species	1539	Clostridium malenominatum	Bacteria	75	0.01224246328	0.00437848	0.0191262463025689	
D015179	species	138595	Olsenella profusa	Bacteria	75	0.00780163578666667	0.00342806	0.0231422785402291	
D015179	species	180164	Blautia schinkii	Bacteria	74	0.0331128321486487	0.00382422	0.157383838070063	
D015179	species	576	Klebsiella sp.	Bacteria	73	0.343950684931507	0.02976	0.935567439738117	
D015179	species	1537	Romboutsia lituseburensis	Bacteria	73	0.0092277534109589	0.00525555	0.0125932616286784	
D015179	species	28119	Bacteroides zoogleoformans	Bacteria	73	0.00512960143835616	0.00319356	0.00641317516259939	
D015179	species	470565	Prevotella histicola	Bacteria	73	0.0320117397123288	0.00391919	0.102249747803853	
D015179	species	824	Campylobacter gracilis	Bacteria	72	0.0443660287361111	0.00686564	0.156224955073827	
D015179	species	831	Butyrivibrio fibrisolvens	Bacteria	72	0.0173763385125	0.00436995	0.0295019002980336	
D015179	species	1683	Bifidobacterium angulatum	Bacteria	72	0.1564619675	0.004045615	0.883313832238232	
D015179	species	40214	Acinetobacter johnsonii	Bacteria	72	0.182505016402778	0.004984985	0.674434042468477	
D015179	species	253239	Ethanoligenens harbinense	Bacteria	72	0.101653398486111	0.00993349	0.372539231444578	
D015179	species	33037	Anaerococcus vaginalis	Bacteria	71	0.0451827817450704	0.01127	0.0676123054101144	
D015179	species	84109	Slackia exigua	Bacteria	71	0.0463965002816901	0.00915	0.080855512849392	
D015179	species	447456	candidate division TM7 single-cell isolate TM7c	Bacteria	71	0.0140338028169014	0.0067	0.0219023544309215	
D015179	species	457402	Eubacterium sp. 3_1_31	Bacteria	71	0.570320563380282	0.05178	2.23381868036706	
D015179	species	294	Pseudomonas fluorescens	Bacteria	70	0.236897485185714	0.003134425	1.01551171355793	
D015179	species	36854	Desulfitobacterium dehalogenans	Bacteria	70	0.0139232664	0.006882375	0.0185785161466147	
D015179	species	411489	Clostridium sp. L2-50	Bacteria	70	4.94496657142857	2.394375	6.85698178115358	
D015179	species	582	Morganella morganii	Bacteria	69	0.957462180492754	0.02777	4.26829618758201	
D015179	species	1211813	Candidatus Alistipes marseilloanorexicus AP11	Bacteria	69	0.731770724637681	0.38047	0.852591990466026	
