phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D003924	species	33031	Peptoniphilus lacrimalis	Bacteria	70	0.0479427668	0.00656133	0.23654328857146	
D003924	species	78342	Bifidobacterium gallicum	Bacteria	70	0.248080051357143	0.09340995	0.399788308433157	
D003924	species	100176	Papillibacter cinnamivorans	Bacteria	70	0.0104332090828571	0.00123569	0.0374204946134451	
D003924	species	77095	Prevotella bryantii	Bacteria	69	0.0826239011884058	0.00699233	0.289120295261019	
D003924	species	156456	Anaeroglobus geminatus	Bacteria	69	0.0440092196231884	0.00216274	0.291363740125605	
D003924	species	158847	Megamonas hypermegale	Bacteria	69	0.787220536231884	0.16426	1.27386714204757	
D003924	species	228604	Prevotella salivae	Bacteria	69	0.448645135750725	0.00434315	1.1699062151686	
D003924	species	290053	Bacteroides helcogenes	Bacteria	69	0.00981775701449275	0.00392141	0.0181986447438083	
D003924	species	1613	Lactobacillus fermentum	Bacteria	68	0.10140449625	0.004110445	0.356926809992871	
D003924	species	1747	Propionibacterium acnes	Bacteria	68	0.0255601173529412	0.003254555	0.0632420347132588	
D003924	species	36849	Oxobacter pfennigii	Bacteria	68	0.00334384119117647	0.002284585	0.00360785030212298	
D003924	species	39029	Megasphaera cerevisiae	Bacteria	68	0.0678363523970588	0.0319288	0.11986082264802	
D003924	species	40545	Sutterella wadsworthensis	Bacteria	68	0.476406764705882	0.151875	0.806628403022427	
D003924	species	180164	Blautia schinkii	Bacteria	68	0.00961218877941176	0.005423045	0.0125985105793525	
D003924	species	310514	Prevotella multisaccharivorax	Bacteria	68	0.468500084058824	0.00995013	1.35919982699875	
D003924	species	1520	Clostridium beijerinckii	Bacteria	67	0.00908568332835821	0.00319857	0.0363528893078044	
D003924	species	28130	Prevotella disiens	Bacteria	67	0.0916589745134328	0.00635	0.566835424962815	
D003924	species	39493	Clostridium tarantellae	Bacteria	67	0.00845651411940299	0.00493218	0.0114484307017364	
D003924	species	214851	Subdoligranulum variabile	Bacteria	67	0.00697690388059702	0.00443	0.00783423304935692	
D003924	species	1349	Streptococcus uberis	Bacteria	66	0.00445210228787879	0.002519675	0.00601869883981187	
D003924	species	1402	Bacillus licheniformis	Bacteria	66	0.00296845340909091	0.00145619	0.00415935047735708	
D003924	species	1428	Bacillus thuringiensis	Bacteria	66	0.0639134799393939	0.0054704	0.186962957914386	
D003924	species	28901	Salmonella enterica	Bacteria	66	0.0150873486060606	0.00481583	0.0370252972408538	
D003924	species	89014	Blautia luti	Bacteria	66	0.106564869545455	0.081639	0.0802315621016911	
D003924	species	146919	Salinibacter ruber	Bacteria	66	0.00171832659090909	0.000822624	0.002065679898149	
D003924	species	1582	Lactobacillus casei	Bacteria	65	0.0180880672615385	0.00646443	0.0431039853533312	
D003924	species	28112	Tannerella forsythia	Bacteria	65	0.00357022726769231	0.00128277	0.00435703587264766	
D003924	species	28447	Clavibacter michiganensis	Bacteria	65	0.104385477107692	0.0172275	0.189392320285926	
D003924	species	31971	[Eubacterium] dolichum	Bacteria	65	0.0868420223846154	0.01511	0.191005903006945	
D003924	species	78448	Bifidobacterium pullorum	Bacteria	65	0.0214159909846154	0.0102049	0.0300975490078591	
D003924	species	167964	Anaerolinea thermophila	Bacteria	65	0.0164270486615385	0.00283545	0.0522599115694389	
D003924	species	214853	Anaerofustis stercorihominis	Bacteria	65	0.00762566355384615	0.00117507	0.0226857578929314	
D003924	species	650643	Alistipes sp. RMA 9912	Bacteria	65	0.0172543774769231	0.00479785	0.054298325108481	
D003924	species	584	Proteus mirabilis	Bacteria	64	0.0098460426875	0.001272765	0.0386288447551792	
D003924	species	1282	Staphylococcus epidermidis	Bacteria	64	0.006939996875	0.00220993	0.0112577020751809	
D003924	species	1322	Blautia hansenii	Bacteria	64	0.0236377959375	0.00820399	0.0453052300899707	
D003924	species	46125	Abiotrophia defectiva	Bacteria	64	0.0038646460125	0.001510805	0.00794458588827818	
D003924	species	47770	Lactobacillus crispatus	Bacteria	64	0.45588636190625	0.01072945	2.28487687351834	
D003924	species	78346	Bifidobacterium ruminantium	Bacteria	64	0.005264282296875	0.002639865	0.00696560034922959	
D003924	species	85831	Bacteroides acidifaciens	Bacteria	64	0.0753252321875	0.06217725	0.0637644364963977	
D003924	species	301302	Roseburia faecis	Bacteria	64	0.23570070484375	0.0970751	0.303409115494071	
D003924	species	665951	Lachnospiraceae bacterium 8_1_57FAA	Bacteria	64	0.249649375	0.10547	0.323736693061698	
D003924	species	971	Selenomonas ruminantium	Bacteria	63	0.029307760968254	0.00968856	0.0635968048527347	
D003924	species	29370	[Clostridium] sphenoides	Bacteria	63	0.0318513448730159	0.0147398	0.0463990565686185	
D003924	species	38304	Corynebacterium tuberculostearicum	Bacteria	63	0.0101478335238095	0.00257857	0.0193216682585029	
D003924	species	58138	Desulfotomaculum acetoxidans	Bacteria	63	0.00160034623809524	0.000922294	0.00160880972562304	
D003924	species	138595	Olsenella profusa	Bacteria	63	0.0108475968571429	0.00348032	0.0200371498364175	
D003924	species	157838	Bacillus shackletonii	Bacteria	63	0.0119737465555556	0.00451314	0.019048803460725	
D003924	species	36834	Clostridium celatum	Bacteria	62	0.00521228969354839	0.001570165	0.009691842770376	
D003924	species	61435	Dehalococcoides mccartyi	Bacteria	62	0.00396521162903226	0.00354577	0.00300969695888553	
D003924	species	82374	Anaerovibrio lipolyticus	Bacteria	62	0.0102912802419355	0.005240785	0.0115541344955932	
D003924	species	84031	Clostridium sartagoforme	Bacteria	62	0.0407110528064516	0.01754015	0.0599350782394174	
D003924	species	491921	Megamonas rupellensis	Bacteria	62	0.97799564516129	0.138265	1.68190554049846	
D003924	species	574375	Bacillus gaemokensis	Bacteria	62	0.0904089171612903	0.0428139	0.131161906665135	
D003924	species	762210	Bifidobacterium saguini	Bacteria	62	0.68191830333871	0.2043055	0.984355561409038	
D003924	species	1078480	Haemophilus sputorum	Bacteria	62	0.0114041788709677	0.002140545	0.0328889293184549	
D003924	species	1755626	Faecalibacterium sp. MC_41	Bacteria	62	2.27245237225806	1.51033	2.15093981117349	
D003924	species	1406	Paenibacillus polymyxa	Bacteria	61	0.00253525404918033	0.00119964	0.00326245593812037	
D003924	species	1561	Clostridium baratii	Bacteria	61	0.00659615375409836	0.00406209	0.00814307017164529	
D003924	species	1598	Lactobacillus reuteri	Bacteria	61	0.520162710573771	0.00386563	2.7171612416694	
D003924	species	1622	Lactobacillus murinus	Bacteria	61	0.0419361457213115	0.00574251	0.0932320384255693	
D003924	species	376805	Bacteroides salanitronis	Bacteria	61	0.106416866573771	0.00155477	0.648202248073591	
D003924	species	1245	Leuconostoc mesenteroides	Bacteria	60	0.0105701245666667	0.00237215	0.0197784618930543	
D003924	species	1336	Streptococcus equi	Bacteria	60	0.00469377115	0.001778565	0.0099339641721098	
D003924	species	1580	Lactobacillus brevis	Bacteria	60	0.0148400017166667	0.00250284	0.0409636702172628	
D003924	species	29356	Clostridium chartatabidum	Bacteria	60	0.0034242852	0.0021639	0.0041349312297825	
D003924	species	69823	Selenomonas sputigena	Bacteria	60	0.0093225081	0.00247789	0.015615256163329	
D003924	species	97253	Eubacterium plexicaudatum	Bacteria	60	0.00317685246666667	0.00172613	0.00576503787907133	
D003924	species	114652	Streptococcus orisratti	Bacteria	60	0.005932862	0.002291235	0.00976235448111665	
D003924	species	332163	Candidatus Solibacter usitatus	Bacteria	60	0.00557932491666667	0.00317489	0.00786204196284159	
D003924	species	395922	Coraliomargarita akajimensis	Bacteria	60	0.0198847677966667	0.000865443	0.0605391438224963	
D003924	species	490186	Algoriphagus aquatilis	Bacteria	60	0.001876799	0.00173431	0.00137424832722597	
D003924	species	626947	Parasutterella secunda	Bacteria	60	0.0174235517666667	0.004502595	0.0330010759194895	
D003924	species	287	Pseudomonas aeruginosa	Bacteria	59	0.116886042423729	0.00613459	0.257617198570291	
D003924	species	29354	[Clostridium] celerecrescens	Bacteria	59	0.0161079066271186	0.0104555	0.0184240831552301	
D003924	species	349096	Pectinatus haikarae	Bacteria	59	0.585090781932203	0.0622355	1.18965886027017	
D003924	species	658085	Lachnospiraceae bacterium 5_1_57FAA	Bacteria	59	0.0729730508474576	0.00962	0.274888440138116	
D003924	species	1406512	Candidatus Methanomassiliicoccus intestinalis	Archaea	59	0.0022234156779661	0.00089965	0.00585383123423673	
D003924	species	1313	Streptococcus pneumoniae	Bacteria	58	0.00991358940344828	0.00346241	0.0158089896090799	
D003924	species	1354	Enterococcus hirae	Bacteria	58	0.00758008007586207	0.00141926	0.0225771487440829	
D003924	species	1404	Bacillus megaterium	Bacteria	58	0.0341413056206897	0.001192915	0.108495195265234	
D003924	species	86957	Selenomonas lacticifex	Bacteria	58	0.0245033747241379	0.009253185	0.0385778268849326	
D003924	species	89059	Lactobacillus acidipiscis	Bacteria	58	0.0220468469137931	0.003454925	0.0639285227598882	
D003924	species	863643	Thermincola potens	Bacteria	58	0.00196889689655172	0.001330255	0.00235101052810391	
D003924	species	1408	Bacillus pumilus	Bacteria	57	0.00519192896491228	0.00100913	0.0107229484099696	
D003924	species	1491	Clostridium botulinum	Bacteria	57	0.00130273450526316	0.000674737	0.00156943718653084	
D003924	species	1736	Eubacterium limosum	Bacteria	57	0.0567064963157895	0.00725	0.129373238254393	
D003924	species	2047	Rothia dentocariosa	Bacteria	57	0.00619887918947368	0.000836925	0.0146554752851347	
D003924	species	40215	Acinetobacter junii	Bacteria	57	0.00447853915789474	0.000672755	0.0112626667982179	
D003924	species	305719	Prevotella baroniae	Bacteria	57	0.0106941472105263	0.00216274	0.0218862828828151	
D003924	species	356829	Bifidobacterium tsurumiense	Bacteria	57	0.0121789460701754	0.00645782	0.0170513541950698	
D003924	species	1671366	Ruminococcus sp. DSM 100440	Bacteria	57	0.00446847086666667	0.000960761	0.0076872176434568	
D003924	species	114	Gemmata obscuriglobus	Bacteria	56	0.0347058309285714	0.002383415	0.117451594245972	
D003924	species	856	Fusobacterium varium	Bacteria	56	0.260104171089286	0.01596	0.554214338104186	
D003924	species	860	Fusobacterium periodonticum	Bacteria	56	0.0042521195	0.000770141	0.0100446877037011	
D003924	species	1579	Lactobacillus acidophilus	Bacteria	56	0.0472068228035714	0.002560775	0.161397412267812	
D003924	species	2189	Methanotorris igneus	Archaea	56	0.000959785007142857	0.000693365	0.00076614420390686	
D003924	species	28134	Prevotella oralis	Bacteria	56	0.00273668331785714	0.00182877	0.00453408442928947	
D003924	species	33968	Leuconostoc pseudomesenteroides	Bacteria	56	0.018303036125	0.001743375	0.041393591548537	
D003924	species	39482	[Eubacterium] contortum	Bacteria	56	0.00335472426785714	0.002201545	0.00348968970550044	
D003924	species	184870	Varibaculum cambriense	Bacteria	56	0.0171410525357143	0.008862115	0.0234682520386006	
D003924	species	234908	Sutterella stercoricanis	Bacteria	56	2.21412260375	1.25879	2.82882244316944	
D003924	species	449659	Lactobacillus pobuzihii	Bacteria	56	0.0850192915892857	0.0130782	0.187111803355255	
D003924	species	547188	Phycisphaera mikurensis	Bacteria	56	0.00854577198214286	0.0009676315	0.0286534273112173	
D003924	species	1099853	Coprobacter fastidiosus	Bacteria	56	0.28794875	0.053805	0.685787811366176	
D003924	species	1599	Lactobacillus sakei	Bacteria	55	0.0303519320254545	0.00116931	0.142518059172083	
D003924	species	1655	Actinomyces naeslundii	Bacteria	55	0.00216270434545455	0.000652944	0.00315871298362704	
D003924	species	33987	Exiguobacterium aurantiacum	Bacteria	55	0.00202215886909091	0.00102411	0.00306737244746273	
D003924	species	38986	Acholeplasma palmae	Bacteria	55	0.00519288712727273	0.00386563	0.00558131709311919	
D003924	species	83661	Desulfonispora thiosulfatigenes	Bacteria	55	0.0295694061672727	0.00543301	0.0556983413944677	
D003924	species	96345	Flavobacterium psychrophilum	Bacteria	55	0.00147844831636364	0.000856507	0.00183100317338872	
D003924	species	119219	Cupriavidus metallidurans	Bacteria	55	0.00316880487272727	0.000848576	0.00824475018932346	
D003924	species	179995	Anaerobiospirillum thomasii	Bacteria	55	2.28622672425455	0.0228471	5.10228282730319	
D003924	species	626930	Bacteroides fluxus	Bacteria	55	0.0906429961090909	0.00477917	0.507172893326035	
D003924	species	1038856	Planococcus plakortidis	Bacteria	55	0.0045838322	0.00126848	0.0162815870985467	
D003924	species	1541	Terrisporobacter mayombei	Bacteria	54	0.0237640234444444	0.001787205	0.131512112771385	
D003924	species	1587	Lactobacillus helveticus	Bacteria	54	0.109257985481481	0.0005797755	0.779164164252012	
D003924	species	1670	Arthrobacter citreus	Bacteria	54	0.00315167687037037	0.000706299	0.00595900693633595	
D003924	species	28161	Bisgaard Taxon 7	Bacteria	54	0.126470735796296	0.00531337	0.399242401452465	
D003924	species	29369	Clostridium sardiniense	Bacteria	54	0.00276939014814815	0.00103766	0.00496936462272102	
D003924	species	470565	Prevotella histicola	Bacteria	54	0.00327969207407407	0.00118975	0.00495122848142098	
D003924	species	745368	Gemmiger formicilis	Bacteria	54	0.0248318261111111	0.01546935	0.0270103075311182	
D003924	species	122	Gimesia maris	Bacteria	53	0.00936298581132075	0.000796823	0.0271424742944444	
D003924	species	1405	Bacillus mycoides	Bacteria	53	0.00735226181886792	0.000568414	0.0211081917222741	
D003924	species	28137	Prevotella veroralis	Bacteria	53	0.0119230652075472	0.00667407	0.0175336188849409	
D003924	species	29435	Pseudomonas flavescens	Bacteria	53	0.0014389268490566	0.000672755	0.00223299900500497	
D003924	species	89152	[Clostridium] hiranonis	Bacteria	53	0.0429813980830189	0.000872243	0.212064641024466	
D003924	species	107709	Opitutus terrae	Bacteria	53	0.00168436333962264	0.000453098	0.00617712810179046	
D003924	species	419015	Alloscardovia omnicolens	Bacteria	53	0.0164645115849057	0.000979227	0.0624525086779683	
D003924	species	508460	Cloacibacillus evryensis	Bacteria	53	0.242740473622642	0.00474293	0.461051619601271	
D003924	species	732242	Bacteroides paurosaccharolyticus	Bacteria	53	0.00223287190188679	0.00039988	0.0033004201780865	
D003924	species	930805	Halioglobus japonicus	Bacteria	53	0.000650584641509434	0.000505858	0.000463326768291023	
D003924	species	1086703	Luteolibacter luojiensis	Bacteria	53	0.00158676635849057	0.00055622	0.00281401779354871	
D003924	species	1496	Clostridioides difficile	Bacteria	52	0.0680828259807692	0.0014212	0.232727533463865	
D003924	species	1656	Actinomyces viscosus	Bacteria	52	0.00306283346153846	0.0005029495	0.00861733698584054	
D003924	species	2145	Spiroplasma taiwanense	Bacteria	52	0.00941145704230769	0.000625831	0.053256143410445	
D003924	species	78345	Bifidobacterium merycicum	Bacteria	52	0.211955351153846	0.0369214	0.421994717034909	
D003924	species	114528	Mogibacterium neglectum	Bacteria	52	0.02156783825	0.00430076	0.106193170462468	
D003924	species	192421	Planococcus maritimus	Bacteria	52	0.00495836791153846	0.00146434	0.0174981881685024	
D003924	species	232721	Acidovorax sp. JS42	Bacteria	52	0.00140165799615385	0.0004728405	0.00184960874045412	
D003924	species	319644	Saccharofermentans acetigenes	Bacteria	52	0.00132874913461538	0.0009864355	0.00119782831920412	
D003924	species	665956	Subdoligranulum sp. 4_3_54A2FAA	Bacteria	52	0.887688461538461	0.511775	0.942649590990027	
D003924	species	884684	Mageeibacillus indolicus	Bacteria	52	0.00162039257307692	0.0004259385	0.00221299475751875	
D003924	species	654	Aeromonas veronii	Bacteria	51	0.00211039280392157	0.00121768	0.00276802869217822	
D003924	species	1270	Micrococcus luteus	Bacteria	51	0.0180607552156863	0.00221953	0.0380931073087838	
D003924	species	1732	Eubacterium oxidoreducens	Bacteria	51	0.00685836356862745	0.00102411	0.010722454612464	
D003924	species	29355	[Clostridium] cellobioparum	Bacteria	51	0.00225072929411765	0.00094515	0.00311578514322094	
D003924	species	35825	Pseudobacteroides cellulosolvens	Bacteria	51	0.00360960630196078	0.000848576	0.00833944059764997	
D003924	species	82688	Lactobacillus nagelii	Bacteria	51	0.0792744469607843	0.00607264	0.261092220859458	
D003924	species	84032	[Clostridium] thermosuccinogenes	Bacteria	51	0.00560047559607843	0.00106619	0.00924532477473274	
D003924	species	137591	Weissella cibaria	Bacteria	51	0.0267083317647059	0.000885234	0.0974475459233351	
D003924	species	574930	Parabacteroides gordonii	Bacteria	51	0.015339862745098	0.00276764	0.05770644533957	
D003924	species	589537	Prevotella dentasini	Bacteria	51	0.00367005698039216	0.00122416	0.00705675621351238	
D003924	species	1004156	Candidatus Brocadia caroliniensis	Bacteria	51	0.00102696547058824	0.000752191	0.000918689034467928	
D003924	species	1365176	Thermofilum sp. 1910b	Archaea	51	0.000762578980392157	0.000620906	0.000470423050134429	
D003924	species	1755629	Victivallis sp. MC_44	Bacteria	51	0.0374839875490196	0.00171301	0.196682594323482	
D003924	species	703	Plesiomonas shigelloides	Bacteria	50	0.02099015166	0.000922501	0.102067280786068	
D003924	species	850	Fusobacterium mortiferum	Bacteria	50	1.5309700547	0.222434	2.73461305386883	
D003924	species	2736	Verrucomicrobium spinosum	Bacteria	50	0.0023135149	0.0009027505	0.00350848648469163	
